"filename", "language", "Go", "Markdown", "YAML", "SVG", "JSON", "Go Checksum File", "Shell Script", "Go Module File", "Go Template File", "Docker", "Makefile", "MS SQL", "JavaScript", "comment", "blank", "total"
"/Users/higu/Project/tbls/sample/adjust/time.bar.md", "Markdown", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 30
"/Users/higu/Project/tbls/sample/adjust/time.bar.svg", "SVG", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 52
"/Users/higu/Project/tbls/sample/adjust/time.hyphenated-table.md", "Markdown", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 30
"/Users/higu/Project/tbls/sample/adjust/time.hyphenated-table.svg", "SVG", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 52
"/Users/higu/Project/tbls/sample/adjust/time.referencing.md", "Markdown", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 34
"/Users/higu/Project/tbls/sample/adjust/time.referencing.svg", "SVG", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 71
"/Users/higu/Project/tbls/sample/adjust/viewpoint-0.md", "Markdown", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 22
"/Users/higu/Project/tbls/sample/adjust/viewpoint-0.svg", "SVG", 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 101
"/Users/higu/Project/tbls/sample/adjust/viewpoint-1.md", "Markdown", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20
"/Users/higu/Project/tbls/sample/adjust/viewpoint-1.svg", "SVG", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 41
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/README.md", "Markdown", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 39
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/age_specific_fertility_rates.md", "Markdown", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 34
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/age_specific_fertility_rates.svg", "SVG", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 63
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/birth_death_growth_rates.md", "Markdown", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 29
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/birth_death_growth_rates.svg", "SVG", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 48
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/country_names_area.md", "Markdown", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 24
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/country_names_area.svg", "SVG", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 33
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/midyear_population.md", "Markdown", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/midyear_population.svg", "SVG", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 36
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/midyear_population_5yr_age_sex.md", "Markdown", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 31
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/midyear_population_5yr_age_sex.svg", "SVG", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 54
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/midyear_population_age_sex.md", "Markdown", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 127
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/midyear_population_age_sex.svg", "SVG", 0, 0, 0, 337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 342
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/midyear_population_agespecific.md", "Markdown", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 27
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/midyear_population_agespecific.svg", "SVG", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 42
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/mortality_life_expectancy.md", "Markdown", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 36
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/mortality_life_expectancy.svg", "SVG", 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 69
"/Users/higu/Project/tbls/sample/bigquery_census_bureau_international/schema.svg", "SVG", 0, 0, 0, 569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 581
